+10,745,Þว 2์/๑,+10,746,Þว 2์/๑
+12,749,Þว 2์/๑,+10,749,Þว 2์/๑
+10,746,ย 4์/๑,+12,745,ย 4์/๑
+19,746,Þว 2์/๑,+13,749,Þว 2์/๑
+14,753,ัว 2์/๑,+13,752,ัว 2์/๑
+20,749,ย 3์/๑,+17,749,ย 3์/๑
+21,748,ย 3์/๑,+14,749,ย 3์/๑
+15,750,Þว 1์/๑,+12,749,Þว 1์/๑
+10,747,ย 2์/๑,+10,746,ย 2์/๑
+13,743,ัย 1์/๑,+10,744,ัย 1์/๑
+12,744,ว 1์/๑,+10,746,ว 1์/๑
+13,749,ั 1์/๑,+10,751,ั 1์/๑
+11,749,ว 3์/๑,+12,751,ว 3์/๑
+19,756,ว 2์/๑,+13,758,ว 2์/๑
+17,757,ุ,+16,756,ุ
+19,755,Þว 2์/๑,+13,755,Þว 2์/๑
+21,756,ย 2์/๑,+13,756,ย 2์/๑
+12,758,ย 2์/๑,+9,758,ย 2์/๑
+16,755,ย 3์/๑,+13,755,ย 3์/๑
+18,753,ย 2์/๑,+13,755,ย 2์/๑
+11,755,ย 2์/๑,+7,755,ย 2์/๑
+7,755,ัย 3์/๑,+2,756,ัย 3์/๑
+5,755,ัย 2์/๑,+3,757,ัย 2์/๑
+7,758,ัว 2์/๑,+3,758,ัว 2์/๑
+4,755,ว 2์/๑,+3,754,ว 2์/๑
+2,753,Þ 1์/๑,+2,754,Þ 1์/๑
+5,755,ั 2์/๑,+4,755,ั 2์/๑
+2,758,ัย 3์/๑,+2,760,ัย 3์/๑
+4,761,ั 1์/๑,+3,760,ั 1์/๑
+4,757,ว 3์/๑,+4,758,ว 3์/๑
+6,759,ัว 1์/๑,+4,759,ัว 1์/๑
+6,761,ัว 2์/๑,+3,762,ัว 2์/๑
+3,765,ัย 2์/๑,0,767,ัย 2์/๑
+3,769,ัย 2์/๑,+1,769,ัย 2์/๑
+1,772,ย 2์/๑,-1,773,ย 2์/๑
+2,774,ั 1์/๑,+1,773,ั 1์/๑
+1,772,ัย 1์/๑,0,771,ัย 1์/๑
0,770,Þ 1์/๑,-1,769,Þ 1์/๑
+3,767,ย 2์/๑,+2,765,ย 2์/๑
+3,761,ัย 1์/๑,-1,759,ัย 1์/๑
-1,752,ั 1์/๑,-1,750,ั 1์/๑
0,745,Þย 2์/๑,0,745,Þย 2์/๑
0,737,ัย 2์/๑,-2,740,ัย 2์/๑
-2,746,ัว 2์/๑,-4,748,ัว 2์/๑
-4,751,ั 1์/๑,-6,753,ั 1์/๑
-4,755,ย 2์/๑,-5,755,ย 2์/๑
0,746,Þว 2์/๑,+1,747,Þว 2์/๑
+1,748,Þว 2์/๑,-2,748,Þว 2์/๑
-1,753,ว 3์/๑,-2,755,ว 3์/๑
-2,752,Þย 4์/๑,+1,750,Þย 4์/๑
+7,747,Þว 2์/๑,+7,749,Þว 2์/๑
+2,752,ย 2์/๑,+2,752,ย 2์/๑
+1,752,ย 3์/๑,0,753,ย 3์/๑
+6,748,ย 2์/๑,+7,749,ย 2์/๑
+2,752,Þว 3์/๑,+1,752,Þว 3์/๑
-2,755,ว 2์/๑,-3,757,ว 2์/๑
-2,759,ย 1์/๑,-4,759,ย 1์/๑
-6,761,ัย 1์/๑,-9,762,ัย 1์/๑
-7,761,Þย 1์/๑,-9,762,Þย 1์/๑
-6,763,Þย 1์/๑,-8,764,Þย 1์/๑
-6,765,Þย 1์/๑,-9,767,Þย 1์/๑
-8,773,Þย 2์/๑,-10,775,Þย 2์/๑
-11,780,Þย 2์/๑,-13,781,Þย 2์/๑
-9,779,Þว 2์/๑,-11,778,Þว 2์/๑
-5,774,ว 2์/๑,-8,773,ว 2์/๑
-3,767,ว 4์/๑,-6,765,ว 4์/๑
-1,757,ว 4์/๑,-4,755,ว 4์/๑
-2,747,Þว 3์/๑,-2,746,Þว 3์/๑
-2,740,ว 3์/๑,-2,743,ว 3์/๑
-2,738,Þว 3์/๑,-1,740,Þว 3์/๑
+2,740,Þ 2์/๑,+4,738,Þ 2์/๑
0,745,Þว 3์/๑,-1,746,Þว 3์/๑
-8,749,ว 3์/๑,-10,749,ว 3์/๑
-9,752,Þ 1์/๑,-11,753,Þ 1์/๑
-9,752,Þย 2์/๑,-9,749,Þย 2์/๑
-7,738,ั 1์/๑,-9,740,ั 1์/๑
-9,747,ัว 3์/๑,-11,749,ัว 3์/๑
-10,749,ว 1์/๑,-11,748,ว 1์/๑
-6,738,Þว 3์/๑,-4,739,Þว 3์/๑
-15,745,ัว 3์/๑,-18,747,ัว 3์/๑
-16,746,Þ 2์/๑,-13,742,Þ 2์/๑
-7,737,ว 1์/๑,-6,737,ว 1์/๑
-5,730,ว 2์/๑,-4,730,ว 2์/๑
-11,737,ัว 3์/๑,-15,740,ัว 3์/๑
-15,743,ว 1์/๑,-16,743,ว 1์/๑
-15,746,ัว 2์/๑,-17,749,ัว 2์/๑
-18,751,ว 2์/๑,-19,752,ว 2์/๑
-18,751,Þว 1์/๑,-20,752,Þว 1์/๑
-21,757,ั 2์/๑,-23,758,ั 2์/๑
-19,755,ว 3์/๑,-16,752,ว 3์/๑
-9,746,ว 3์/๑,-7,746,ว 3์/๑
-2,743,ว 2์/๑,-3,743,ว 2์/๑
-21,758,ั 1์/๑,-25,760,ั 1์/๑
-15,751,ว 3์/๑,-10,748,ว 3์/๑
-19,758,ัย 2์/๑,-19,761,ัย 2์/๑
-12,758,Þ 1์/๑,-9,757,Þ 1์/๑
-7,752,Þว 2์/๑,-7,752,Þว 2์/๑
-8,753,ย 1์/๑,-8,753,ย 1์/๑
-7,752,ว 1์/๑,-7,750,ว 1์/๑
-4,746,Þว 4์/๑,-5,746,Þว 4์/๑
-3,749,Þว 2์/๑,-3,751,Þว 2์/๑
-2,757,ว 2์/๑,-3,758,ว 2์/๑
-5,755,ว 1์/๑,-5,754,ว 1์/๑
-4,747,ว 5์/๑,-3,744,ว 5์/๑
-4,740,Þว 2์/๑,-4,740,Þว 2์/๑
-3,736,Þว 2์/๑,-2,735,Þว 2์/๑
0,734,ว 3์/๑,0,735,ว 3์/๑
-5,741,ัว 2์/๑,-9,746,ัว 2์/๑
-6,749,Þย 3์/๑,-3,747,Þย 3์/๑
-1,752,Þว 1์/๑,-3,754,Þว 1์/๑
-3,753,ย 3์/๑,-3,751,ย 3์/๑
-7,754,ัย 1์/๑,-8,755,ัย 1์/๑
-10,755,ัว 1์/๑,-10,754,ัว 1์/๑
-9,754,ว 1์/๑,-9,755,ว 1์/๑
-7,755,ว 3์/๑,-7,755,ว 3์/๑
-11,755,Þว 2์/๑,-13,755,Þว 2์/๑
-7,755,Þย 2์/๑,-8,756,Þย 2์/๑
-12,760,Þย 1์/๑,-14,761,Þย 1์/๑
-14,762,ย 2์/๑,-18,762,ย 2์/๑
-14,763,Þย 2์/๑,-15,763,Þย 2์/๑
-12,762,Þย 1์/๑,-14,761,Þย 1์/๑
-14,760,ว 2์/๑,-13,760,ว 2์/๑
-9,756,ว 2์/๑,-9,753,ว 2์/๑
-8,741,ว 3์/๑,-5,741,ว 3์/๑
-9,740,ว 3์/๑,-9,739,ว 3์/๑
-8,742,ัว 3์/๑,-9,742,ัว 3์/๑
-7,747,ว 3์/๑,-9,747,ว 3์/๑
-1,740,ว 3์/๑,-2,741,ว 3์/๑
-6,745,ัย 2์/๑,-12,747,ัย 2์/๑
-17,748,ัว 3์/๑,-19,747,ัว 3์/๑
-16,749,ว 1์/๑,-16,749,ว 1์/๑
-19,755,ย 3์/๑,-22,759,ย 3์/๑
-15,764,ย 1์/๑,-20,765,ย 1์/๑
-12,763,ว 2์/๑,-16,761,ว 2์/๑
-10,755,ว 1์/๑,-17,754,ว 1์/๑
-11,746,ว 2์/๑,-12,744,ว 2์/๑
-8,743,ัว 3์/๑,-9,746,ัว 3์/๑
-11,752,ัว 3์/๑,-13,754,ัว 3์/๑
-13,758,ว 1์/๑,-16,757,ว 1์/๑
-12,746,ย 5์/๑,-11,743,ย 5์/๑
-16,751,ัว 3์/๑,-21,753,ัว 3์/๑
-16,756,ัว 2์/๑,-21,757,ัว 2์/๑
-15,758,ัว 4์/๑,-16,760,ัว 4์/๑
-12,760,ั 2์/๑,-21,761,ั 2์/๑
-7,755,ว 2์/๑,-8,755,ว 2์/๑
-11,759,ัว 1์/๑,-15,760,ัว 1์/๑
-10,761,Þว 2์/๑,-12,761,Þว 2์/๑
-8,761,Þว 2์/๑,-11,758,Þว 2์/๑
-7,746,Þ 3์/๑,-9,746,Þ 3์/๑
-8,746,ย 3์/๑,-9,747,ย 3์/๑
-8,752,ั 2์/๑,-12,755,ั 2์/๑
-6,755,Þย 1์/๑,-14,755,Þย 1์/๑
-11,746,Þว 3์/๑,-8,745,Þว 3์/๑
+2,746,ัว 3์/๑,-2,749,ัว 3์/๑
+1,743,Þว 5์/๑,+1,743,Þว 5์/๑
+2,740,Þว 3์/๑,+1,740,Þว 3์/๑
+1,741,Þย 3์/๑,0,740,Þย 3์/๑
+1,740,Þ 3์/๑,0,739,Þ 3์/๑
+2,738,Þว 1์/๑,+1,740,Þว 1์/๑
+2,738,Þว 2์/๑,+1,737,Þว 2์/๑
0,743,ว 3์/๑,-3,744,ว 3์/๑
-2,745,Þว 3์/๑,0,746,Þว 3์/๑
+1,752,ัว 2์/๑,-2,755,ัว 2์/๑
+1,758,Þ 1์/๑,-3,758,Þ 1์/๑
-2,758,Þย 3์/๑,-3,757,Þย 3์/๑
+1,752,Þย 3์/๑,0,752,Þย 3์/๑
+1,752,Þ 3์/๑,0,754,Þ 3์/๑
+4,758,Þ 2์/๑,-1,758,Þ 2์/๑
+5,756,Þว 3์/๑,+1,757,Þว 3์/๑
+1,761,Þ 2์/๑,-2,762,Þ 2์/๑
-3,765,ย 1์/๑,-3,766,ย 1์/๑
-3,766,ย 2์/๑,-5,766,ย 2์/๑
-5,765,Þย 2์/๑,-6,764,Þย 2์/๑
-2,764,Þย 2์/๑,-7,763,Þย 2์/๑
-2,762,Þย 1์/๑,-6,762,Þย 1์/๑
+1,760,Þว 2์/๑,-4,759,Þว 2์/๑
+3,758,Þว 1์/๑,-7,758,Þว 1์/๑
-1,757,ย 2์/๑,-4,755,ย 2์/๑
0,754,ย 4์/๑,-4,754,ย 4์/๑
-2,755,ย 4์/๑,-3,754,ย 4์/๑
-4,752,Þย 2์/๑,-5,752,Þย 2์/๑
-4,752,Þย 3์/๑,-5,752,Þย 3์/๑
0,752,ย 3์/๑,-4,752,ย 3์/๑
+2,752,ย 4์/๑,0,752,ย 4์/๑
+2,754,ย 4์/๑,0,755,ย 4์/๑
+1,755,Þ 1์/๑,0,754,Þ 1์/๑
+5,754,ว 3์/๑,+2,753,ว 3์/๑
+3,740,Þว 3์/๑,+1,742,Þว 3์/๑
+2,746,ว 3์/๑,+1,746,ว 3์/๑
+3,739,Þ 3์/๑,+1,737,Þ 3์/๑
+3,733,ว 3์/๑,+1,733,ว 3์/๑
-1,735,ัว 7์/๑,-3,739,ัว 7์/๑
-1,745,ัว 1์/๑,-3,747,ัว 1์/๑
-2,755,ัว 3์/๑,-4,756,ัว 3์/๑
0,755,Þว 4์/๑,-2,755,Þว 4์/๑
0,753,Þว 2์/๑,0,750,Þว 2์/๑
+3,751,ัย 2์/๑,+1,753,ัย 2์/๑
+2,761,ัย 2์/๑,-3,761,ัย 2์/๑
+4,759,ว 3์/๑,+3,757,ว 3์/๑
+7,754,Þว 2์/๑,+3,753,Þว 2์/๑
+9,750,Þย 2์/๑,+7,750,Þย 2์/๑
+8,748,Þย 3์/๑,+7,747,Þย 3์/๑
+14,747,ว 1์/๑,+6,750,ว 1์/๑
+7,751,ัว 2์/๑,+4,751,ัว 2์/๑
+14,749,ว 3์/๑,+9,748,ว 3์/๑
+16,744,ว 3์/๑,+13,742,ว 3์/๑
+10,749,ว 3์/๑,+8,749,ว 3์/๑
+15,742,Þ 2์/๑,+9,739,Þ 2์/๑
+8,735,ว 4์/๑,+3,738,ว 4์/๑
+10,744,ว 4์/๑,+9,745,ว 4์/๑
+14,746,ว 3์/๑,+9,748,ว 3์/๑
+4,753,ั 1์/๑,+2,753,ั 1์/๑
+5,749,ัย 3์/๑,+2,748,ัย 3์/๑
+2,744,ว 4์/๑,0,748,ว 4์/๑
+6,750,ัว 3์/๑,+4,749,ัว 3์/๑
0,740,ย 4์/๑,0,737,ย 4์/๑
+13,744,Þว 3์/๑,+10,745,Þว 3์/๑
+9,734,Þย 2์/๑,+7,736,Þย 2์/๑
+11,749,Þว 3์/๑,+7,752,Þว 3์/๑
+13,757,ว 2์/๑,+11,758,ว 2์/๑
+17,758,ว 6์/๑,+14,758,ว 6์/๑
+20,758,Þว 4์/๑,+17,758,Þว 4์/๑
+23,759,ว 3์/๑,+19,759,ว 3์/๑
+25,761,ว 3์/๑,+17,760,ว 3์/๑
+26,760,Þย 3์/๑,+21,759,Þย 3์/๑
+25,757,Þ 3์/๑,+19,755,Þ 3์/๑
+27,749,Þว 4์/๑,+18,749,Þว 4์/๑
+17,750,ั 3์/๑,+11,751,ั 3์/๑
+10,749,ัว 4์/๑,+7,748,ัว 4์/๑
+17,740,ว 4์/๑,+14,740,ว 4์/๑
+13,744,ัย 2์/๑,+9,746,ัย 2์/๑
+24,742,Þว 2์/๑,+20,740,Þว 2์/๑
+24,734,ว 3์/๑,+17,735,ว 3์/๑
+13,743,ว 2์/๑,+10,741,ว 2์/๑
+10,744,ว 3์/๑,+6,748,ว 3์/๑
+14,749,Þว 4์/๑,+4,749,Þว 4์/๑
+12,754,ว 3์/๑,+9,754,ว 3์/๑
+14,754,ว 3์/๑,+11,754,ว 3์/๑
+14,757,ั 2์/๑,+10,758,ั 2์/๑
+16,756,Þ 2์/๑,+12,755,Þ 2์/๑
+16,755,Þย 2์/๑,+14,754,Þย 2์/๑
+20,754,Þ 1์/๑,+16,753,Þ 1์/๑
+18,752,ว 2์/๑,+16,752,ว 2์/๑
+23,746,ย 2์/๑,+21,744,ย 2์/๑
+14,737,ัว 2์/๑,+13,737,ัว 2์/๑
+12,741,ัย 2์/๑,+10,742,ัย 2์/๑
+13,746,ัว 3์/๑,+9,748,ัว 3์/๑
+20,750,ว 3์/๑,+18,750,ว 3์/๑
+25,750,ว 3์/๑,+21,750,ว 3์/๑
+23,748,Þ 2์/๑,+18,747,Þ 2์/๑
+24,742,ว 4์/๑,+15,743,ว 4์/๑
+12,744,ัย 2์/๑,+3,745,ัย 2์/๑
+10,749,ว 3์/๑,+10,746,ว 3์/๑
+19,742,ว 3์/๑,+16,743,ว 3์/๑
+20,746,ัว 1์/๑,+16,746,ัว 1์/๑
+27,737,ว 4์/๑,+17,739,ว 4์/๑
+23,737,ว 2์/๑,+17,738,ว 2์/๑
+7,735,ัว 4์/๑,+6,738,ัว 4์/๑
+13,745,ว 5์/๑,+9,747,ว 5์/๑
+13,751,ว 1์/๑,+8,752,ว 1์/๑
+19,747,ว 3์/๑,+18,747,ว 3์/๑
+16,748,ั 2์/๑,+13,748,ั 2์/๑
+17,746,ัว 3์/๑,+13,746,ัว 3์/๑
+18,749,ัว 2์/๑,+14,749,ัว 2์/๑
+24,749,ว 2์/๑,+15,748,ว 2์/๑
+18,746,ัว 2์/๑,+17,744,ัว 2์/๑
+21,742,ว 2์/๑,+18,742,ว 2์/๑
+25,741,ว 4์/๑,+21,740,ว 4์/๑
+22,738,ว 3์/๑,+20,739,ว 3์/๑
+20,741,Þ 2์/๑,+17,741,Þ 2์/๑
+16,740,ว 2์/๑,+18,741,ว 2์/๑
+20,741,ว 2์/๑,+14,741,ว 2์/๑
+15,741,ัว 1์/๑,+16,742,ัว 1์/๑
+22,740,ว 2์/๑,+17,740,ว 2์/๑
+19,739,ว 2์/๑,+17,740,ว 2์/๑
+25,739,Þว 2์/๑,+21,738,Þว 2์/๑
+22,740,ว 4์/๑,+16,742,ว 4์/๑
+15,744,ว 1์/๑,+15,743,ว 1์/๑
+13,740,ย 2์/๑,+13,737,ย 2์/๑
+21,744,ว 4์/๑,+17,746,ว 4์/๑
+25,746,Þว 2์/๑,+22,746,Þว 2์/๑
+25,745,Þว 2์/๑,+19,745,Þว 2์/๑
+26,746,ว 3์/๑,+21,746,ว 3์/๑
+24,748,ว 2์/๑,+17,748,ว 2์/๑
+25,749,ัว 2์/๑,+18,749,ัว 2์/๑
+21,743,Þย 2์/๑,+24,741,Þย 2์/๑
+31,738,Þว 3์/๑,+25,739,Þว 3์/๑
+23,742,ว 3์/๑,+21,741,ว 3์/๑
+26,743,ว 2์/๑,+22,743,ว 2์/๑
+24,731,Þว 7์/๑,+17,732,Þว 7์/๑
+18,737,ว 5์/๑,+16,739,ว 5์/๑
+21,743,Þว 3์/๑,+16,743,Þว 3์/๑
+20,743,Þว 3์/๑,+17,743,Þว 3์/๑
+19,743,ว 3์/๑,+15,744,ว 3์/๑
+21,745,Þว 3์/๑,+18,745,Þว 3์/๑
+19,746,ัย 1์/๑,+17,746,ัย 1์/๑
+21,749,ัย 2์/๑,+20,749,ัย 2์/๑
+24,749,Þย 1์/๑,+21,749,Þย 1์/๑
+27,750,ย 2์/๑,+22,750,ย 2์/๑
+29,751,Þย 1์/๑,+24,751,Þย 1์/๑
+30,752,ัว 2์/๑,+21,752,ัว 2์/๑
+31,751,ว 2์/๑,+26,749,ว 2์/๑
+26,749,ว 2์/๑,+22,749,ว 2์/๑
+25,749,ัว 3์/๑,+22,749,ัว 3์/๑
+26,748,ัย 2์/๑,+23,748,ัย 2์/๑
+23,747,Þย 2์/๑,+19,747,Þย 2์/๑
+25,748,ัว 3์/๑,+18,748,ัว 3์/๑
+26,745,Þว 2์/๑,+22,744,Þว 2์/๑
+22,746,ัว 3์/๑,+16,746,ัว 3์/๑
+25,745,ว 3์/๑,+17,745,ว 3์/๑
+25,745,ว 3์/๑,+20,745,ว 3์/๑
+27,747,ว 1์/๑,+19,747,ว 1์/๑
+32,747,ว 2์/๑,+24,748,ว 2์/๑
+35,749,ว 2์/๑,+28,748,ว 2์/๑
+32,745,ย 2์/๑,+29,743,ย 2์/๑
+28,744,ว 2์/๑,+24,744,ว 2์/๑
+27,746,ัว 3์/๑,+23,747,ัว 3์/๑
+27,749,ัว 3์/๑,+22,749,ัว 3์/๑
+27,748,Þว 2์/๑,+25,746,Þว 2์/๑
+28,745,ว 2์/๑,+24,745,ว 2์/๑
+31,742,ว 3์/๑,+25,743,ว 3์/๑
+27,748,ว 4์/๑,+22,749,ว 4์/๑
+28,752,ั 2์/๑,+23,750,ั 2์/๑
+28,748,ั 3์/๑,+20,751,ั 3์/๑
+25,752,ั 2์/๑,+20,752,ั 2์/๑
+23,754,ั 2์/๑,+17,754,ั 2์/๑
+25,752,Þว 2์/๑,+22,749,Þว 2์/๑
+26,746,ว 3์/๑,+21,748,ว 3์/๑
+23,750,ัย 2์/๑,+19,751,ัย 2์/๑
+22,752,ัย 2์/๑,+18,752,ัย 2์/๑
+25,753,ัย 1์/๑,+17,754,ัย 1์/๑
+26,756,ั 1์/๑,+21,756,ั 1์/๑
+26,757,ั 1์/๑,+21,757,ั 1์/๑
+25,757,ัย 2์/๑,+21,756,ัย 2์/๑
+26,756,ั 2์/๑,+21,757,ั 2์/๑
+27,757,ว 2์/๑,+17,757,ว 2์/๑
+28,755,ัว 1์/๑,+25,754,ัว 1์/๑
+30,753,ย 3์/๑,+24,753,ย 3์/๑
+33,753,Þย 3์/๑,+26,752,Þย 3์/๑
+30,751,Þย 2์/๑,+25,750,Þย 2์/๑
+24,751,Þ 1์/๑,+22,751,Þ 1์/๑
+24,749,ว 3์/๑,+16,749,ว 3์/๑
+24,746,ว 3์/๑,+17,747,ว 3์/๑
+23,747,Þว 1์/๑,+19,746,Þว 1์/๑
+27,744,ว 1์/๑,+22,745,ว 1์/๑
+26,746,ัย 3์/๑,+19,748,ัย 3์/๑
+25,750,ั 2์/๑,+20,751,ั 2์/๑
+27,750,ัย 3์/๑,+22,749,ัย 3์/๑
+28,746,Þย 1์/๑,+22,745,Þย 1์/๑
+23,743,ว 3์/๑,+15,743,ว 3์/๑
+20,746,ัว 3์/๑,+13,748,ัว 3์/๑
+13,751,ัย 1์/๑,+12,752,ัย 1์/๑
+14,750,ย 1์/๑,+13,750,ย 1์/๑
+27,746,Þย 3์/๑,+21,744,Þย 3์/๑
+16,741,ัว 2์/๑,+15,743,ัว 2์/๑
+14,744,ว 2์/๑,+13,744,ว 2์/๑
+15,748,ัว 3์/๑,+12,750,ัว 3์/๑
+13,755,ัว 1์/๑,+12,754,ัว 1์/๑
+24,751,ว 3์/๑,+18,751,ว 3์/๑
+27,750,Þว 2์/๑,+21,749,Þว 2์/๑
+28,743,Þว 2์/๑,+19,746,Þว 2์/๑
+25,749,ว 2์/๑,+21,749,ว 2์/๑
+24,751,ว 2์/๑,+16,752,ว 2์/๑
+21,755,ัว 2์/๑,+12,755,ัว 2์/๑
+24,752,Þว 1์/๑,+20,751,Þว 1์/๑
+30,749,Þว 3์/๑,+25,750,Þว 3์/๑
+21,754,ั 1์/๑,+15,755,ั 1์/๑
+18,756,ัย 2์/๑,+13,758,ัย 2์/๑
+12,761,ัย 3์/๑,+9,762,ัย 3์/๑
+16,764,ัย 2์/๑,+8,763,ัย 2์/๑
+12,763,ัย 2์/๑,+6,764,ัย 2์/๑
+8,762,ั 1์/๑,+7,761,ั 1์/๑
+8,759,ว 2์/๑,+7,760,ว 2์/๑
+9,762,ัย 2์/๑,+6,764,ัย 2์/๑
+9,764,ั 1์/๑,+7,763,ั 1์/๑
+8,757,ว 2์/๑,+5,755,ว 2์/๑
+7,752,Þ 1์/๑,+6,752,Þ 1์/๑
+7,755,ัย 3์/๑,+6,755,ัย 3์/๑
+7,756,ั 2์/๑,+2,757,ั 2์/๑
+8,757,ัว 2์/๑,+7,757,ัว 2์/๑
+4,758,ว 2์/๑,+4,758,ว 2์/๑
+12,754,Þ 1์/๑,+9,752,Þ 1์/๑
+12,749,Þย 2์/๑,+13,749,Þย 2์/๑
+11,752,Þย 2์/๑,+10,752,Þย 2์/๑
+15,755,Þย 1์/๑,+10,755,Þย 1์/๑
+17,755,ย 2์/๑,+9,755,ย 2์/๑
+17,752,Þย 2์/๑,+11,752,Þย 2์/๑
+11,752,ว 1์/๑,+7,752,ว 1์/๑
+12,752,Þ 1์/๑,+6,751,Þ 1์/๑
+11,749,Þย 1์/๑,+10,748,Þย 1์/๑
+10,745,ย 2์/๑,+10,743,ย 2์/๑
+9,740,Þย 2์/๑,+7,739,Þย 2์/๑
+7,737,Þย 1์/๑,+7,740,Þย 1์/๑
+9,742,ัว 2์/๑,+8,743,ัว 2์/๑
+8,745,ว 3์/๑,+8,743,ว 3์/๑
+13,743,ัว 3์/๑,+6,747,ัว 3์/๑
+6,749,ัว 2์/๑,+4,750,ัว 2์/๑
+2,749,ั 1์/๑,-1,749,ั 1์/๑
+3,748,ั 1์/๑,+1,749,ั 1์/๑
+2,751,ว 2์/๑,-1,752,ว 2์/๑
+1,758,ัว 1์/๑,-1,761,ัว 1์/๑
+1,763,ย 2์/๑,-2,763,ย 2์/๑
-1,755,ย 2์/๑,-2,753,ย 2์/๑
-1,748,ว 1์/๑,-2,748,ว 1์/๑
0,745,Þย 1์/๑,-1,746,Þย 1์/๑
+6,737,Þ 4์/๑,+8,737,Þ 4์/๑
+7,737,ย 2์/๑,+6,728,ย 2์/๑
+4,731,Þ 3์/๑,+4,731,Þ 3์/๑
+3,735,Þว 4์/๑,+2,739,Þว 4์/๑
+2,742,ว 2์/๑,+1,743,ว 2์/๑
+2,747,ว 2์/๑,+1,749,ว 2์/๑
+2,749,ว 3์/๑,+2,752,ว 3์/๑
+1,756,ั 1์/๑,+1,757,ั 1์/๑
+1,759,ว 2์/๑,+2,761,ว 2์/๑
+2,761,ว 2์/๑,+1,759,ว 2์/๑
+3,756,ัว 2์/๑,+2,757,ัว 2์/๑
+2,760,ัว 1์/๑,0,760,ัว 1์/๑
-1,758,Þว 1์/๑,-1,758,Þว 1์/๑
+2,756,ย 2์/๑,+1,755,ย 2์/๑
+2,752,Þย 1์/๑,+2,751,Þย 1์/๑
+6,747,Þ 3์/๑,+4,749,Þ 3์/๑
+2,754,Þว 1์/๑,+2,752,Þว 1์/๑
+2,753,ว 2์/๑,+1,750,ว 2์/๑
+2,753,ว 2์/๑,+1,755,ว 2์/๑
+2,755,ว 2์/๑,+1,756,ว 2์/๑
+1,755,ย 2์/๑,+1,754,ย 2์/๑
+4,752,Þย 2์/๑,+1,752,Þย 2์/๑
+3,746,ย 2์/๑,0,745,ย 2์/๑
+5,740,ย 4์/๑,+3,740,ย 4์/๑
+4,744,ว 2์/๑,+3,748,ว 2์/๑
+1,749,ั 1์/๑,+3,749,ั 1์/๑
-2,756,ว 2์/๑,,,
-1,761,ว 1์/๑,-1,761,ว 1์/๑
-2,761,ย 1์/๑,-2,762,ย 1์/๑
-2,764,Þย 2์/๑,-2,765,Þย 2์/๑
-3,767,ุ,-4,767,ุ
-5,767,Þ 1์/๑,-6,767,Þ 1์/๑
-5,763,Þ 3์/๑,-5,762,Þ 3์/๑
-3,756,Þ 3์/๑,-3,753,Þ 3์/๑
-4,750,Þย 2์/๑,-4,749,Þย 2์/๑
-5,747,ย 2์/๑,-4,746,ย 2์/๑
-4,742,ย 1์/๑,-5,743,ย 1์/๑
-4,746,ัย 1์/๑,-4,748,ัย 1์/๑
-6,752,ว 2์/๑,-7,753,ว 2์/๑
-6,756,ย 2์/๑,-7,757,ย 2์/๑
-3,758,Þย 2์/๑,-3,758,Þย 2์/๑
-4,758,ย 3์/๑,-4,758,ย 3์/๑
,,,-5,758,ุ
-5,760,ย 2์/๑,-7,761,ย 2์/๑
-9,761,ย 3์/๑,-10,761,ย 3์/๑
-10,763,ย 2์/๑,-11,764,ย 2์/๑
-10,763,Þย 3์/๑,-12,762,Þย 3์/๑
-11,764,ย 3์/๑,-13,763,ย 3์/๑
-12,762,ย 2์/๑,-12,762,ย 2์/๑
-9,762,Þว 1์/๑,-9,763,Þว 1์/๑
-5,762,ย 1์/๑,-6,761,ย 1์/๑
-8,753,Þย 2์/๑,-7,750,Þย 2์/๑
-6,748,Þว 2์/๑,-6,747,Þว 2์/๑
-6,737,Þ 2์/๑,-6,733,Þ 2์/๑
-5,726,ว 1์/๑,-3,729,ว 1์/๑
-7,745,ว 2์/๑,-8,745,ว 2์/๑
+2,749,ว 3์/๑,+2,749,ว 3์/๑
+2,752,Þว 2์/๑,+1,753,Þว 2์/๑
+1,758,Þ 1์/๑,0,759,Þ 1์/๑
+1,758,ย 2์/๑,0,757,ย 2์/๑
-5,753,ย 3์/๑,-4,752,ย 3์/๑
-5,752,Þย 1์/๑,-5,753,Þย 1์/๑
-3,755,Þ 1์/๑,-3,756,Þ 1์/๑
-2,757,Þย 1์/๑,-3,757,Þย 1์/๑
-7,756,ย 3์/๑,-9,756,ย 3์/๑
-10,757,ย 2์/๑,-12,757,ย 2์/๑
-9,756,ย 2์/๑,-8,756,ย 2์/๑
-6,752,Þว 2์/๑,-4,749,Þว 2์/๑
-4,747,ว 2์/๑,-6,747,ว 2์/๑
-5,746,ว 2์/๑,-7,747,ว 2์/๑
-6,749,ว 2์/๑,-7,749,ว 2์/๑
-4,752,ว 2์/๑,-6,754,ว 2์/๑
-7,760,ัย 2์/๑,-15,764,ัย 2์/๑
-15,766,ั 1์/๑,-19,766,ั 1์/๑
-14,763,ว 1์/๑,-13,764,ว 1์/๑
-9,766,ว 1์/๑,-9,765,ว 1์/๑
-7,761,ัว 2์/๑,-8,758,ัว 2์/๑
-9,755,ย 1์/๑,-9,755,ย 1์/๑
-13,758,Þย 1์/๑,-14,758,Þย 1์/๑
-16,758,ย 3์/๑,-17,759,ย 3์/๑
